Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e186-il-500000-n5
Airfoil,e186-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,71.1418
Max Cl/Cd alpha,4.75
Url,http://airfoiltools.com/polar/csv?polar=xf-e186-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-2.250,-0.3045,0.01048,0.00237,0.0359,0.5714,0.0530
-2.000,-0.2787,0.01012,0.00217,0.0363,0.5662,0.0976
-1.750,-0.2529,0.00981,0.00200,0.0366,0.5614,0.1445
-1.500,-0.2271,0.00948,0.00185,0.0370,0.5564,0.1977
-1.250,-0.2024,0.00903,0.00171,0.0374,0.5515,0.2843
-1.000,-0.1782,0.00859,0.00159,0.0380,0.5469,0.3781
-0.750,-0.1580,0.00786,0.00147,0.0394,0.5422,0.5356
-0.500,-0.1426,0.00705,0.00137,0.0420,0.5378,0.7140
-0.250,-0.1159,0.00654,0.00136,0.0427,0.5334,0.8475
0.000,-0.0362,0.00662,0.00156,0.0316,0.5266,0.9135
0.250,0.0059,0.00679,0.00167,0.0288,0.5215,0.9310
0.500,0.0394,0.00692,0.00177,0.0278,0.5165,0.9428
0.750,0.0718,0.00705,0.00186,0.0269,0.5112,0.9526
1.000,0.1035,0.00718,0.00193,0.0262,0.5064,0.9612
1.250,0.1341,0.00729,0.00202,0.0258,0.5012,0.9687
1.500,0.1697,0.00739,0.00209,0.0241,0.4958,0.9731
1.750,0.2056,0.00749,0.00216,0.0224,0.4905,0.9778
2.000,0.2373,0.00760,0.00226,0.0217,0.4846,0.9829
2.500,0.3126,0.00768,0.00231,0.0174,0.4695,0.9883
2.750,0.3473,0.00773,0.00234,0.0158,0.4612,0.9912
3.000,0.3806,0.00780,0.00239,0.0146,0.4521,0.9938
3.250,0.4151,0.00781,0.00241,0.0131,0.4417,0.9955
3.500,0.4490,0.00783,0.00242,0.0117,0.4309,0.9973
3.750,0.4823,0.00787,0.00245,0.0104,0.4195,0.9990
4.000,0.5135,0.00793,0.00250,0.0096,0.4056,1.0000
4.250,0.5396,0.00803,0.00259,0.0099,0.3913,1.0000
4.500,0.5657,0.00814,0.00269,0.0101,0.3748,1.0000
4.750,0.5919,0.00832,0.00281,0.0103,0.3508,1.0000
5.000,0.6178,0.00873,0.00300,0.0102,0.2942,1.0000
5.250,0.6434,0.00956,0.00343,0.0098,0.2056,1.0000
5.500,0.6689,0.01007,0.00377,0.0098,0.1645,1.0000
5.750,0.6942,0.01061,0.00415,0.0097,0.1259,1.0000
6.000,0.7187,0.01134,0.00464,0.0097,0.0787,1.0000
6.250,0.7431,0.01193,0.00509,0.0098,0.0498,1.0000
6.500,0.7672,0.01252,0.00558,0.0100,0.0282,1.0000
6.750,0.7907,0.01322,0.00620,0.0102,0.0113,1.0000
7.000,0.8146,0.01370,0.00671,0.0106,0.0090,1.0000
7.250,0.8380,0.01424,0.00731,0.0111,0.0076,1.0000
7.500,0.8610,0.01481,0.00796,0.0116,0.0068,1.0000
7.750,0.8839,0.01532,0.00854,0.0121,0.0062,1.0000
8.000,0.9060,0.01591,0.00922,0.0127,0.0059,1.0000
8.250,0.9274,0.01657,0.00998,0.0133,0.0056,1.0000
8.500,0.9478,0.01730,0.01080,0.0141,0.0052,1.0000
8.750,0.9673,0.01809,0.01167,0.0149,0.0050,1.0000
9.000,0.9856,0.01897,0.01263,0.0158,0.0048,1.0000
9.250,1.0018,0.01999,0.01375,0.0169,0.0046,1.0000
9.500,1.0158,0.02113,0.01499,0.0182,0.0044,1.0000
9.750,1.0282,0.02230,0.01626,0.0197,0.0043,1.0000
10.000,1.0314,0.02420,0.01830,0.0220,0.0041,1.0000
10.250,1.0341,0.02597,0.02020,0.0243,0.0040,1.0000
10.500,1.0332,0.02747,0.02180,0.0270,0.0040,1.0000
10.750,1.0312,0.02895,0.02340,0.0294,0.0039,1.0000
11.000,1.0325,0.03062,0.02518,0.0309,0.0039,1.0000
11.250,1.0340,0.03252,0.02719,0.0320,0.0039,1.0000
11.500,1.0351,0.03465,0.02945,0.0328,0.0038,1.0000
11.750,1.0367,0.03683,0.03175,0.0334,0.0038,1.0000
12.000,1.0368,0.03927,0.03432,0.0338,0.0038,1.0000
12.250,1.0356,0.04196,0.03716,0.0339,0.0038,1.0000
12.500,1.0333,0.04487,0.04021,0.0339,0.0038,1.0000
12.750,1.0301,0.04794,0.04342,0.0335,0.0037,1.0000
13.000,1.0252,0.05133,0.04696,0.0329,0.0037,1.0000
13.250,1.0189,0.05502,0.05079,0.0321,0.0037,1.0000
13.500,1.0106,0.05910,0.05503,0.0308,0.0037,1.0000
13.750,1.0025,0.06332,0.05940,0.0293,0.0037,1.0000
14.000,0.9920,0.06808,0.06430,0.0275,0.0037,1.0000
14.250,0.9793,0.07353,0.06990,0.0251,0.0037,1.0000
14.500,0.9667,0.07933,0.07585,0.0223,0.0037,1.0000
14.750,0.9549,0.08524,0.08189,0.0193,0.0037,1.0000
15.000,0.9404,0.09203,0.08882,0.0158,0.0037,1.0000
15.250,0.9205,0.10022,0.09716,0.0116,0.0037,1.0000
15.500,0.9050,0.10790,0.10496,0.0077,0.0037,1.0000
15.750,0.8855,0.11683,0.11401,0.0031,0.0038,1.0000
16.000,0.8658,0.12639,0.12369,-0.0017,0.0038,1.0000
16.250,0.8408,0.13770,0.13511,-0.0071,0.0039,1.0000
