Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e63-il-50000-n5
Airfoil,e63-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,51.0991
Max Cl/Cd alpha,5.25
Url,http://airfoiltools.com/polar/csv?polar=xf-e63-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
5.750,1.2233,0.02526,0.01616,-0.1507,0.3946,1.0000
6.000,1.2287,0.02771,0.01754,-0.1472,0.2448,1.0000
6.250,1.2396,0.03081,0.01944,-0.1455,0.1078,1.0000
6.500,1.2573,0.03356,0.02193,-0.1439,0.0649,1.0000
6.750,1.2749,0.03595,0.02445,-0.1420,0.0531,1.0000
7.000,1.2926,0.03831,0.02698,-0.1401,0.0472,1.0000
7.250,1.3148,0.04095,0.02990,-0.1386,0.0438,1.0000
7.500,1.3431,0.04396,0.03330,-0.1379,0.0409,1.0000
7.750,1.3669,0.04692,0.03658,-0.1370,0.0372,1.0000
8.000,1.3854,0.05040,0.04054,-0.1358,0.0333,1.0000
8.250,1.4039,0.05412,0.04494,-0.1340,0.0314,1.0000
8.500,1.4174,0.05852,0.04997,-0.1317,0.0307,1.0000
8.750,1.4241,0.06312,0.05519,-0.1289,0.0303,1.0000
9.000,1.4246,0.06779,0.06042,-0.1257,0.0301,1.0000
9.250,1.4195,0.07248,0.06563,-0.1223,0.0300,1.0000
9.500,1.4090,0.07716,0.07074,-0.1188,0.0300,1.0000
9.750,1.3933,0.08140,0.07533,-0.1150,0.0301,1.0000
10.000,1.3745,0.08585,0.08009,-0.1119,0.0301,1.0000
10.250,1.3542,0.09069,0.08520,-0.1098,0.0303,1.0000
10.500,1.3329,0.09602,0.09078,-0.1090,0.0304,1.0000
10.750,1.3119,0.10187,0.09684,-0.1098,0.0306,1.0000
