Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n64015a-il-100000-n5
Airfoil,n64015a-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,36.8079
Max Cl/Cd alpha,5.75
Url,http://airfoiltools.com/polar/csv?polar=xf-n64015a-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-1.750,-0.1892,0.01655,0.00804,-0.0010,0.8077,0.7143
-1.500,-0.1610,0.01649,0.00795,-0.0009,0.8004,0.7195
-1.250,-0.1341,0.01645,0.00787,-0.0008,0.7927,0.7253
-1.000,-0.1082,0.01637,0.00772,-0.0005,0.7851,0.7326
-0.750,-0.0800,0.01636,0.00770,-0.0005,0.7786,0.7378
-0.500,-0.0541,0.01633,0.00766,-0.0003,0.7709,0.7447
-0.250,-0.0262,0.01629,0.00757,-0.0002,0.7652,0.7509
0.000,0.0000,0.01632,0.00764,0.0000,0.7572,0.7572
0.250,0.0263,0.01629,0.00757,0.0002,0.7509,0.7652
0.500,0.0541,0.01633,0.00766,0.0003,0.7447,0.7709
0.750,0.0801,0.01636,0.00770,0.0005,0.7378,0.7786
1.000,0.1082,0.01637,0.00772,0.0005,0.7326,0.7851
1.250,0.1341,0.01645,0.00787,0.0008,0.7253,0.7927
1.500,0.1610,0.01649,0.00795,0.0009,0.7195,0.8005
1.750,0.1892,0.01655,0.00804,0.0010,0.7143,0.8077
2.000,0.2145,0.01665,0.00822,0.0012,0.7071,0.8161
2.250,0.2429,0.01672,0.00836,0.0012,0.7017,0.8235
2.500,0.2691,0.01682,0.00853,0.0015,0.6956,0.8324
2.750,0.2967,0.01694,0.00875,0.0015,0.6888,0.8402
3.000,0.3248,0.01698,0.00884,0.0016,0.6836,0.8491
3.250,0.3515,0.01713,0.00914,0.0017,0.6751,0.8575
3.500,0.3802,0.01714,0.00920,0.0018,0.6680,0.8665
3.750,0.4070,0.01723,0.00942,0.0020,0.6573,0.8756
4.000,0.4353,0.01720,0.00947,0.0022,0.6456,0.8845
4.250,0.4622,0.01707,0.00941,0.0028,0.6293,0.8947
4.500,0.4915,0.01690,0.00927,0.0031,0.6069,0.9030
4.750,0.5182,0.01678,0.00920,0.0037,0.5842,0.9137
5.000,0.5490,0.01678,0.00928,0.0033,0.5593,0.9224
5.250,0.5777,0.01681,0.00936,0.0032,0.5300,0.9324
5.500,0.6063,0.01690,0.00944,0.0031,0.4872,0.9429
5.750,0.6342,0.01723,0.00949,0.0029,0.3973,0.9525
6.000,0.6518,0.01859,0.01000,0.0036,0.2619,0.9646
6.250,0.6738,0.02012,0.01099,0.0030,0.1690,0.9760
6.500,0.7005,0.02138,0.01194,0.0017,0.1202,0.9867
6.750,0.7295,0.02252,0.01291,0.0000,0.0951,0.9969
7.000,0.7404,0.02322,0.01359,0.0022,0.0840,1.0000
7.250,0.7432,0.02385,0.01420,0.0060,0.0772,1.0000
7.500,0.7476,0.02453,0.01484,0.0095,0.0713,1.0000
7.750,0.7533,0.02529,0.01560,0.0128,0.0665,1.0000
8.000,0.7617,0.02605,0.01637,0.0155,0.0619,1.0000
8.250,0.7690,0.02701,0.01725,0.0182,0.0583,1.0000
8.500,0.7802,0.02784,0.01818,0.0205,0.0549,1.0000
8.750,0.7911,0.02879,0.01915,0.0227,0.0522,1.0000
9.000,0.8025,0.02982,0.02015,0.0245,0.0499,1.0000
9.250,0.8168,0.03096,0.02132,0.0260,0.0475,1.0000
9.500,0.8327,0.03203,0.02250,0.0273,0.0451,1.0000
9.750,0.8482,0.03317,0.02370,0.0285,0.0431,1.0000
10.000,0.8647,0.03443,0.02496,0.0294,0.0417,1.0000
10.250,0.8841,0.03596,0.02645,0.0300,0.0405,1.0000
10.500,0.9029,0.03752,0.02824,0.0309,0.0394,1.0000
10.750,0.9192,0.03916,0.03009,0.0318,0.0381,1.0000
11.000,0.9323,0.04080,0.03192,0.0329,0.0368,1.0000
11.250,0.9431,0.04241,0.03367,0.0341,0.0357,1.0000
11.500,0.9530,0.04404,0.03541,0.0352,0.0348,1.0000
11.750,0.9629,0.04588,0.03733,0.0362,0.0341,1.0000
12.000,0.9729,0.04811,0.03965,0.0371,0.0336,1.0000
12.250,0.9729,0.05073,0.04258,0.0385,0.0332,1.0000
12.500,0.9688,0.05366,0.04582,0.0398,0.0329,1.0000
12.750,0.9614,0.05690,0.04936,0.0408,0.0327,1.0000
13.000,0.9507,0.06050,0.05327,0.0414,0.0325,1.0000
13.250,0.9367,0.06454,0.05758,0.0414,0.0324,1.0000
13.500,0.9196,0.06911,0.06241,0.0408,0.0323,1.0000
13.750,0.8995,0.07430,0.06785,0.0394,0.0323,1.0000
14.000,0.8764,0.08028,0.07406,0.0370,0.0324,1.0000
14.250,0.8501,0.08724,0.08122,0.0336,0.0325,1.0000
14.500,0.8206,0.09555,0.08973,0.0289,0.0327,1.0000
14.750,0.7872,0.10590,0.10025,0.0224,0.0330,1.0000
15.000,0.7514,0.11884,0.11330,0.0143,0.0333,1.0000
