Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e856-il-50000-n5
Airfoil,e856-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,18.8065
Max Cl/Cd alpha,3.5
Url,http://airfoiltools.com/polar/csv?polar=xf-e856-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-5.750,-0.2497,0.02883,0.02046,-0.0935,0.8256,0.2724
-5.500,-0.2242,0.02878,0.02063,-0.0930,0.8147,0.3331
-5.250,-0.1864,0.02897,0.02065,-0.0942,0.8073,0.3861
-5.000,-0.1617,0.02935,0.02087,-0.0932,0.7957,0.4169
-4.750,-0.1232,0.02956,0.02082,-0.0942,0.7891,0.4462
-4.500,-0.1016,0.02992,0.02102,-0.0927,0.7773,0.4656
-4.250,-0.0683,0.03010,0.02099,-0.0928,0.7697,0.4861
-4.000,-0.0439,0.03030,0.02104,-0.0917,0.7594,0.5029
-3.750,-0.0145,0.03037,0.02092,-0.0915,0.7511,0.5192
-3.500,0.0114,0.03037,0.02075,-0.0909,0.7419,0.5337
-3.250,0.0399,0.03023,0.02038,-0.0912,0.7338,0.5479
-3.000,0.0649,0.03027,0.02031,-0.0902,0.7249,0.5572
-2.750,0.0947,0.03004,0.01986,-0.0908,0.7176,0.5679
-2.500,0.1176,0.03001,0.01969,-0.0901,0.7086,0.5763
-2.250,0.1529,0.02968,0.01913,-0.0915,0.7029,0.5855
-2.000,0.1693,0.02981,0.01919,-0.0899,0.6931,0.5925
-1.750,0.2038,0.02952,0.01867,-0.0914,0.6873,0.6016
-1.500,0.2213,0.02969,0.01879,-0.0899,0.6786,0.6079
-1.250,0.2519,0.02954,0.01844,-0.0909,0.6723,0.6170
-1.000,0.2766,0.02959,0.01841,-0.0904,0.6658,0.6232
-0.750,0.2976,0.02973,0.01846,-0.0898,0.6582,0.6309
-0.500,0.3308,0.02960,0.01818,-0.0908,0.6533,0.6386
-0.250,0.3464,0.02995,0.01851,-0.0892,0.6456,0.6457
0.000,0.3726,0.03005,0.01850,-0.0894,0.6396,0.6539
0.250,0.4065,0.02996,0.01830,-0.0904,0.6354,0.6617
0.500,0.4171,0.03055,0.01888,-0.0884,0.6274,0.6701
0.750,0.4423,0.03070,0.01899,-0.0881,0.6221,0.6776
1.000,0.4775,0.03064,0.01880,-0.0895,0.6183,0.6876
1.250,0.4816,0.03147,0.01973,-0.0863,0.6105,0.6950
1.500,0.5064,0.03173,0.01994,-0.0863,0.6055,0.7052
1.750,0.5390,0.03170,0.01986,-0.0870,0.6018,0.7151
2.000,0.5419,0.03270,0.02094,-0.0839,0.5945,0.7250
2.250,0.5609,0.03317,0.02142,-0.0830,0.5893,0.7366
2.500,0.5905,0.03325,0.02150,-0.0832,0.5858,0.7489
2.750,0.5975,0.03417,0.02250,-0.0807,0.5798,0.7617
3.000,0.6033,0.03513,0.02356,-0.0781,0.5735,0.7763
3.250,0.6292,0.03529,0.02375,-0.0778,0.5698,0.7940
3.500,0.6618,0.03519,0.02370,-0.0783,0.5672,0.8153
3.750,0.6262,0.03781,0.02656,-0.0708,0.5574,0.8398
4.000,0.6531,0.03804,0.02692,-0.0709,0.5536,0.8833
4.250,0.7013,0.03787,0.02675,-0.0746,0.5510,1.0000
4.750,0.6907,0.04250,0.03134,-0.0701,0.5366,1.0000
5.000,0.7270,0.04263,0.03138,-0.0716,0.5342,1.0000
5.500,0.7095,0.04844,0.03717,-0.0674,0.5189,1.0000
5.750,0.7428,0.04858,0.03727,-0.0681,0.5169,1.0000
6.250,0.7262,0.05527,0.04400,-0.0654,0.5011,1.0000
6.750,0.7154,0.06192,0.05068,-0.0639,0.4863,1.0000
7.000,0.7439,0.06233,0.05108,-0.0640,0.4839,1.0000
7.250,0.7141,0.06779,0.05659,-0.0628,0.4732,1.0000
7.500,0.7359,0.06879,0.05761,-0.0628,0.4696,1.0000
7.750,0.7638,0.06925,0.05809,-0.0628,0.4671,1.0000
8.750,0.7614,0.08117,0.07019,-0.0614,0.4397,1.0000
9.000,0.7836,0.08213,0.07119,-0.0612,0.4360,1.0000
9.500,0.7882,0.08765,0.07683,-0.0609,0.4224,1.0000
9.750,0.8129,0.08833,0.07758,-0.0608,0.4189,1.0000
10.000,0.8016,0.09240,0.08171,-0.0607,0.4096,1.0000
10.250,0.8186,0.09376,0.08315,-0.0606,0.4046,1.0000
10.500,0.8472,0.09398,0.08345,-0.0603,0.4016,1.0000
10.750,0.8293,0.09876,0.08830,-0.0606,0.3906,1.0000
11.000,0.8537,0.09932,0.08895,-0.0603,0.3868,1.0000
11.250,0.8439,0.10336,0.09306,-0.0606,0.3768,1.0000
11.500,0.8640,0.10430,0.09410,-0.0604,0.3720,1.0000
11.750,0.8616,0.10761,0.09749,-0.0607,0.3631,1.0000
12.000,0.8776,0.10888,0.09887,-0.0605,0.3570,1.0000
12.500,0.8925,0.11331,0.10349,-0.0608,0.3419,1.0000
12.750,0.9181,0.11337,0.10367,-0.0602,0.3380,1.0000
13.000,0.9085,0.11758,0.10796,-0.0610,0.3266,1.0000
13.500,0.9251,0.12171,0.11230,-0.0614,0.3111,1.0000
14.000,0.9427,0.12565,0.11644,-0.0618,0.2954,1.0000
14.250,0.9415,0.12904,0.11994,-0.0627,0.2857,1.0000
14.500,0.9616,0.12926,0.12029,-0.0622,0.2797,1.0000
14.750,0.9565,0.13336,0.12447,-0.0636,0.2692,1.0000
15.000,0.9806,0.13284,0.12408,-0.0628,0.2640,1.0000
