Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n0012-il-500000-n5
Airfoil,n0012-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,61.7141
Max Cl/Cd alpha,7.5
Url,http://airfoiltools.com/polar/csv?polar=xf-n0012-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
4.750,0.5185,0.01014,0.00359,0.0040,0.1497,0.9711
5.000,0.5512,0.01046,0.00382,0.0028,0.1297,0.9757
5.250,0.5818,0.01079,0.00406,0.0021,0.1131,0.9814
5.500,0.6150,0.01112,0.00433,0.0008,0.0986,0.9848
5.750,0.6487,0.01145,0.00460,-0.0007,0.0862,0.9878
6.000,0.6813,0.01177,0.00488,-0.0018,0.0761,0.9914
6.250,0.7138,0.01209,0.00517,-0.0030,0.0678,0.9945
6.500,0.7472,0.01242,0.00548,-0.0044,0.0608,0.9969
6.750,0.7799,0.01279,0.00582,-0.0057,0.0547,0.9995
7.000,0.8038,0.01308,0.00611,-0.0050,0.0504,1.0000
7.250,0.8247,0.01342,0.00642,-0.0037,0.0467,1.0000
7.500,0.8461,0.01371,0.00674,-0.0025,0.0437,1.0000
7.750,0.8670,0.01408,0.00709,-0.0013,0.0407,1.0000
8.000,0.8883,0.01441,0.00745,-0.0001,0.0384,1.0000
8.250,0.9096,0.01477,0.00781,0.0010,0.0360,1.0000
8.500,0.9302,0.01520,0.00824,0.0023,0.0340,1.0000
8.750,0.9517,0.01556,0.00865,0.0034,0.0325,1.0000
9.000,0.9731,0.01596,0.00908,0.0045,0.0308,1.0000
9.250,0.9941,0.01644,0.00956,0.0055,0.0292,1.0000
9.500,1.0154,0.01689,0.01005,0.0066,0.0280,1.0000
9.750,1.0370,0.01734,0.01055,0.0075,0.0267,1.0000
10.000,1.0581,0.01783,0.01108,0.0085,0.0256,1.0000
10.250,1.0783,0.01842,0.01168,0.0095,0.0246,1.0000
10.500,1.0986,0.01898,0.01230,0.0106,0.0238,1.0000
10.750,1.1190,0.01952,0.01291,0.0116,0.0229,1.0000
11.000,1.1390,0.02009,0.01353,0.0126,0.0220,1.0000
11.250,1.1582,0.02071,0.01418,0.0137,0.0212,1.0000
11.500,1.1756,0.02145,0.01497,0.0150,0.0205,1.0000
11.750,1.1928,0.02217,0.01577,0.0163,0.0200,1.0000
12.000,1.2097,0.02289,0.01656,0.0176,0.0195,1.0000
12.250,1.2253,0.02365,0.01740,0.0190,0.0189,1.0000
12.500,1.2383,0.02443,0.01826,0.0208,0.0185,1.0000
12.750,1.2496,0.02528,0.01919,0.0228,0.0180,1.0000
13.000,1.2599,0.02623,0.02021,0.0246,0.0176,1.0000
13.250,1.2685,0.02736,0.02140,0.0264,0.0172,1.0000
13.500,1.2740,0.02877,0.02287,0.0281,0.0168,1.0000
13.750,1.2822,0.03007,0.02429,0.0293,0.0166,1.0000
14.000,1.2893,0.03156,0.02589,0.0304,0.0162,1.0000
14.250,1.2950,0.03327,0.02772,0.0311,0.0159,1.0000
14.500,1.2994,0.03524,0.02981,0.0316,0.0156,1.0000
14.750,1.3021,0.03752,0.03220,0.0316,0.0154,1.0000
15.000,1.3035,0.04013,0.03493,0.0312,0.0152,1.0000
15.250,1.3033,0.04311,0.03803,0.0304,0.0149,1.0000
15.500,1.3012,0.04654,0.04158,0.0292,0.0148,1.0000
15.750,1.2967,0.05047,0.04563,0.0275,0.0146,1.0000
16.000,1.2895,0.05495,0.05023,0.0253,0.0145,1.0000
16.250,1.2794,0.06003,0.05545,0.0228,0.0144,1.0000
16.500,1.2662,0.06567,0.06122,0.0199,0.0143,1.0000
16.750,1.2503,0.07187,0.06756,0.0166,0.0142,1.0000
17.000,1.2320,0.07855,0.07437,0.0132,0.0142,1.0000
17.250,1.2122,0.08566,0.08161,0.0095,0.0141,1.0000
17.500,1.1914,0.09306,0.08914,0.0057,0.0141,1.0000
17.750,1.1705,0.10066,0.09686,0.0018,0.0140,1.0000
