Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-ea81006-il-500000-n5
Airfoil,ea81006-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,53.4804
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-ea81006-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
4.750,0.5302,0.01214,0.00561,-0.0016,0.0373,1.0000
5.000,0.5549,0.01210,0.00561,-0.0010,0.0351,1.0000
5.250,0.5800,0.01203,0.00557,-0.0004,0.0334,1.0000
5.500,0.6055,0.01196,0.00554,0.0001,0.0300,1.0000
5.750,0.6304,0.01201,0.00563,0.0007,0.0235,1.0000
6.000,0.6546,0.01224,0.00576,0.0013,0.0158,1.0000
6.250,0.6774,0.01281,0.00640,0.0023,0.0124,1.0000
6.500,0.7002,0.01350,0.00720,0.0033,0.0097,1.0000
6.750,0.7234,0.01406,0.00785,0.0041,0.0090,1.0000
7.000,0.7465,0.01468,0.00858,0.0049,0.0082,1.0000
7.250,0.7694,0.01542,0.00946,0.0058,0.0075,1.0000
7.500,0.7922,0.01621,0.01039,0.0066,0.0069,1.0000
7.750,0.8145,0.01713,0.01145,0.0074,0.0064,1.0000
8.000,0.8359,0.01828,0.01279,0.0083,0.0059,1.0000
8.250,0.8538,0.02032,0.01516,0.0097,0.0054,1.0000
8.500,0.8708,0.02256,0.01777,0.0110,0.0052,1.0000
8.750,0.8878,0.02472,0.02025,0.0123,0.0051,1.0000
9.000,0.9007,0.02781,0.02375,0.0137,0.0050,1.0000
9.250,0.9062,0.03268,0.02915,0.0156,0.0048,1.0000
9.500,0.8903,0.04188,0.03900,0.0178,0.0048,1.0000
9.750,0.8402,0.05717,0.05489,0.0172,0.0050,1.0000
10.000,0.8053,0.06644,0.06431,0.0141,0.0051,1.0000
10.250,0.7764,0.07598,0.07382,0.0050,0.0052,1.0000
10.500,0.7024,0.07126,0.06923,0.0035,0.0054,1.0000
10.750,0.6843,0.07937,0.07731,-0.0003,0.0055,1.0000
11.000,0.6601,0.08917,0.08709,-0.0046,0.0055,1.0000
